"","Gene","FDR_no_PPI","FDR_PPI","w1"
"223","CCT2",0.959184438040346,0.474281420765027,4.24264068711928
"224","CCT3",0.970091095890411,0.763760937877689,3.87298334620742
"225","CCT4",0.954502714440825,0.140828337874659,5.19615242270663
"226","CCT5",0.970110882956879,0.770516901408451,3.87298334620742
"227","CCT6A",0.959219769673704,0.693890880503145,3.46410161513775
"228","CCT6B",0.963593908629442,0.703229433272395,3.16227766016838
"229","CCT7",0.963622147083685,0.212427626137304,4.47213595499958
"230","CCT8",0.96673773006135,0.619967843137255,4.12310562561766
"231","CCT8L2",0.902527272727273,0.39906328320802,2.44948974278318
"232","CD274",0.882843450479233,0.475122749590835,2
"233","CD2AP",0.954546637744035,0.459553119730185,2.23606797749979
"234","CD2BP2",0.902751295336788,0.00510767468499427,5.19615242270663
"235","CD4",0.749220588235294,0.653822816399287,2.82842712474619
"236","CD96",0.9362112,0.580843519722583,1
"237","CDC20",0.926731707317073,0.675249832999332,6.32455532033676
"238","CDC34",0.834803738317757,0.317488936473947,3.87298334620742
"239","CDC40",0.944517711171662,0,7.68114574786861
"240","CDC42",0.363441860465116,0.032610582010582,9.21954445729289
"241","CDC5L",0.963650337837838,0,13.3790881602597
"242","CDCA5",0.766646258503401,0.535273121387283,4.79583152331272
"243","CDH1",0.959255033557047,0.749379779317424,5.47722557505166
"244","CDH2",0.963678481012658,0.770676988036594,3.46410161513775
"245","CDK1",0.944583673469388,0.379686084142395,6.85565460040104
"246","CDK19",0.936300319488818,0.643746696035242,5.47722557505166
"247","CDK2",0.949669914738124,0.683336263020833,5.56776436283002
"248","CDK4",0.936389154704944,0.703495585996956,5.19615242270663
"249","CDK5",0.91504,0.683639349593496,2.23606797749979
"250","CDK6",0.959290229885058,0.595751461988304,4.89897948556636
"251","CDK8",0.963706576728499,0.703761253041363,5.91607978309962
"252","CDK9",0.959325358851675,0.489015923566879,3.16227766016838
"253","CDKN1A",0.835506976744186,0.631010654490107,6
"254","CDKN1C",0.926852059925094,0.713265077964107,3.87298334620742
"255","CDKN2A",0.959360420650096,0.604478758169935,5
"256","CDKN2B",0.959395415472779,0.664369257340242,3
"257","CDKN2C",0.863003802281369,0.355207407407407,2.64575131106459
"258","CDKN2D",0.915206208425721,0.475961328976035,2.23606797749979
"259","CDON",0.963734625105307,0.755879060469765,2.23606797749979
"260","CEBPA",0.836203703703704,0.58137619047619,3.46410161513775
"261","CEBPB",0.926971962616822,0.675568568568569,4.12310562561766
"262","CENPA",0.915371681415929,0.515402212166918,5.09901951359278
"263","CEP135",0.954590465872156,0.788138184968594,3.87298334620742
"264","CEP152",0.970130642954856,0.788275108225108,3.3166247903554
"265","CEP164",0.966761685823755,0.749570256410256,5
"266","CEP250",0.972656464709556,0.770836849507735,2.64575131106459
"267","CEP290",0.97015037593985,0.801261222831607,5.47722557505166
"268","CEP41",0.954634199134199,0.749760440686651,4
"269","CEP57",0.91553642384106,0.70402643573382,2
"270","CEP63",0.7288,0.620405013709362,3.16227766016838
"271","CEP72",0.883178343949044,0.604952672378621,2
"272","CEP76",0.963762626262626,0.763930434782609,2.82842712474619
"273","CEP89",0.96678560490046,0.713513521457966,3.46410161513775
"274","CEP97",0.954677837837838,0.683941845354126,3.74165738677394
"275","CER1",0.927091417910448,0.43631338028169,1.73205080756888
"276","CFC1",0.814010638297872,0.356477822580645,2
"277","CFL1",0.949723844282238,0.631422652983656,2
"278","CFL2",0.750919708029197,0.476797172376291,1.4142135623731
"279","CFTR",0.972673533083645,0.808822000781555,2.23606797749979
"280","CHD3",0.972690580162196,0.808933997266159,4.24264068711928
"281","CHD4",0.883511111111111,0.5819074794639,4.58257569495584
"282","CHD7",0,0,1
"283","CHMP3",0.963790580319596,0.675886666666667,1.4142135623731
"284","CHRD",0.95943034351145,0.738245105926522,2.64575131106459
"285","CHST11",0.963818487394958,0.745315075639019,1.73205080756888
"286","CHST12",0.959465204957102,0.721005436337625,1.4142135623731
"287","CHST13",0.949777642770352,0.727220078299776,1.4142135623731
"288","CHST3",0.963846347607053,0.801382054405197,2
"289","CHTF18",0.9595,0.654185185185185,1.4142135623731
"290","CHUK",0.966809487375669,0.721240708976558,4.69041575982343
"291","CITED1",0.814915343915344,0.420350241545894,1.73205080756888
"292","CITED2",0.944649456521739,0.489810280869104,2.44948974278318
"293","CLTA",0.883841772151899,0.566501121579183,4.35889894354067
"294","CLTB",0.949831310679612,0.676204129204129,4.35889894354067
"295","CLTC",0.966833333333333,0.775530991735537,6.08276253029822
"296","CLTCL1",0.959534728829686,0.749950332821301,5
"297","CLUAP1",0.949884848484848,0.596246558197747,4.58257569495584
"298","CNKSR1",0.954721382289417,0.620841158059468,1.73205080756888
"299","CNKSR2",0.963874161073826,0.704291135397693,2
"300","CNTN1",0.966857142857143,0.745511597602293,1.4142135623731
"301","CNTN6",0.959569391634981,0.782518345563709,1
"302","CNTRL",0.972707605985037,0.788411853774605,2.64575131106459
"303","COL12A1",0.9727246105919,0.809045862607338,2.23606797749979
"304","COL1A1",0.972741594022416,0.809157597035303,5
"305","COL1A2",0.972758556316117,0.809269200779727,4.58257569495584
"306","COL2A1",0.972775497512438,0.809380674069745,2.44948974278318
"307","COL3A1",0.972792417650715,0.809492017133956,4.12310562561766
"308","COL4A1",0.972809316770186,0.80150273889227,2.64575131106459
"309","COL4A2",0.972826194909994,0.809603230200428,3
"310","COL5A1",0.972843052109181,0.809714313496694,4
"311","COL5A2",0.972859888406696,0.809825267249757,3.87298334620742
"312","COL6A1",0.972876703841388,0.809936091686092,2.82842712474619
"313","COL6A2",0.972893498452012,0.810046787031644,2.64575131106459
"314","COL6A3",0.972910272277228,0.810157353511835,2.82842712474619
"315","COL8A2",0.768108108108108,0.251857254901961,1.73205080756888
"316","COL9A1",0.972927025355597,0.810267791351561,1.73205080756888
"317","COL9A2",0.972943757725587,0.810378100775194,1.73205080756888
"318","COL9A3",0.972960469425571,0.810488282006585,1.73205080756888
"319","COLGALT1",0.67256862745098,0.199143097643098,1
"320","COLGALT2",0.564712328767123,0.146982882882883,1.73205080756888
"321","COMP",0.972977160493827,0.810598335269067,1
"322","COX4I1",0.863473484848485,0.605425427872861,3.74165738677394
"323","COX5A",0.863939622641509,0.605897028897029,3.74165738677394
"324","COX5B",0.815810526315789,0.421374924653406,3.74165738677394
"325","COX6A1",0.76955033557047,0.284592509363296,3.60555127546399
"326","COX6B1",0.915700440528634,0.490602116402116,3.60555127546399
"327","COX6C",0.770973333333333,0.408834873690696,3.60555127546399
"328","COX7A2L",0.816696335078534,0.422395908543923,3.46410161513775
"329","COX7B",0.954764832793959,0.343545267489712,3.74165738677394
"330","COX7C",0.702132743362832,0.380861111111111,3.60555127546399
"331","COX8A",0.959603988603989,0.293875092387287,3
"332","CPSF1",0.972993830968538,0.301429093567251,3.46410161513775
"333","CREB1",0.963901927912825,0.694174049638706,4.58257569495584
"334","CREBBP",0.973010480887793,0.810708260785452,11.13552872566
"335","CRELD1",0.954808189655172,0.72147557840617,0
"336","CRK",0.936477707006369,0.644130546387972,5.74456264653803
"337","CRKL",0.944715061058345,0.551130172013017,4.47213595499958
"338","CRNKL1",0.963929648241206,0,7.81024967590665
"339","CRTAP",0.949938256658596,0.756059925093633,2.23606797749979
"340","CSF1R",0.966880916030534,0.801623276561233,1.4142135623731
"341","CSF2",0.915863736263736,0.261976798143851,3.60555127546399
"342","CSNK1A1",0.944780487804878,0.654546780505158,2.82842712474619
"343","CSNK2A1",0.96690465293669,0.676520958083832,2.44948974278318
"344","CSNK2A2",0.916026315789474,0.516115963855422,2
"345","CSTF3",0.9272104283054,0.216154732510288,3.3166247903554
"346","CTBP1",0.963957322175732,0.77568433126864,3.46410161513775
"347","CTCF",0.902974160206718,0.664709799861974,3.3166247903554
"348","CTLA4",0.936565977742448,0.423413213213213,2.64575131106459
"349","CTNNB1",0.0629047619047619,0.00316899766899767,9
"350","CTNNBL1",0.944845737483085,0,7.14142842854285
"351","CTTN",0.959638519924099,0.665049638055843,4.58257569495584
"352","CUBN",0.973027110289587,0.810818058778036,1.4142135623731
"353","CUL3",0.608457831325301,0.179559585492228,4.58257569495584
"354","CWC15",0.884170347003155,0,7.07106781186548
"355","CWC22",0.959672985781991,1.47492625368732e-06,7.14142842854285
"356","CWC25",0.927328996282528,0.000308880308880309,6.2449979983984
"357","CWC27",0.963984949832776,0.000116465863453815,6.32455532033676
"358","CX3CL1",0.91618818380744,0.477630293159609,4
"359","CXCL1",0.752594202898551,0.437281780902168,4.35889894354067
"360","CXCL10",0.786697530864197,0.318912393162393,4.47213595499958
"361","CXCL11",0.884496855345912,0.424426858513189,4
"362","CXCL12",0.864402255639098,0.506671274961598,4.79583152331272
"363","CXCL13",0.754244604316547,0.382031592520954,4.12310562561766
"364","CXCL16",0.772377483443709,0.357743125419182,4
"365","CXCL2",0.773763157894737,0.478460704607046,3.87298334620742
"366","CXCL5",0.864861423220974,0.425436864153202,3.74165738677394
"367","CXCL9",0.775130718954248,0.426443249701314,3.74165738677394
"368","CXCR4",0.927447124304267,0.606367479674797,6
"369","CYCS",0.90319587628866,0.359003346720214,3.60555127546399
"370","CYLD",0.966928353658536,0.750139933486825,4.24264068711928
"371","CYP21A2",0.0202307692307692,0.00264553990610329,1.73205080756888
"372","CYP51A1",0.959707386363636,0.713761527165932,3.46410161513775
"373","DAB2",0.944910810810811,0.596740416666667,3.74165738677394
"374","DAB2IP",0.973043719211823,0.782662444444444,1.4142135623731
"375","DAW1",0.959741721854305,0.704555353351532,0
"376","DCAF13",0.966952018278751,0,7.54983443527075
"377","DCN",0.9499915356711,0.704819090909091,3.87298334620742
"378","DCP1A",0.865317164179105,0.243215079365079,2.64575131106459
"379","DCTN1",0.973060307692308,0.810927729468599,4.24264068711928
"380","DCTN2",0.927564814814815,0.30292049598833,4.58257569495584
"381","DCTN4",0.950044685990338,0.714009096244131,3.3166247903554
"382","DCTN5",0.88482131661442,0.449569873997709,4
"383","DCTN6",0.927682070240296,0.606836784409257,3.46410161513775
"384","DDIT4",0.92779889298893,0.56707123655914,1.73205080756888
"385","DDX11",0.964012531328321,0.794000842282586,0
"386","DDX23",0.966975646879756,0,7.81024967590665
"387","DDX42",0.959775992438563,0.210554726368159,3.16227766016838
"388","DDX46",0.959810198300283,0.00050314465408805,6.557438524302
"389","DEPTOR",0.83689400921659,0.383197554697555,3.46410161513775
"390","DERL2",0.903416452442159,0.525889380530973,1
"391","DGCR2",0.657350515463918,0.202979061976549,0
"392","DHCR24",0.970170081967213,0.794130471380471,2.44948974278318
"393","DHCR7",0.973076875768758,0.801743667679838,2.23606797749979
"394","DHFR",0.916349344978166,0.535929292929293,2.64575131106459
"395","DHX15",0.954851453175457,0,8.77496438739212
"396","DHX16",0.837577981651376,0,7.54983443527075
"397","DHX38",0.973093423478795,2.93685756240822e-06,7.28010988928052
"398","DHX8",0.954894623655914,0.0115227021040975,5.47722557505166
"399","DHX9",0.647734042553191,0,6.40312423743285
"400","DISP1",0.936653968253968,0.705082349379352,1
"401","DISP2",0.966999239543726,0.801863912515188,1
"402","DLL1",0.97018976109215,0.794259936908517,3
"403","DLL4",0.67547572815534,0.232600644122383,2.23606797749979
"404","DLX1",0.967022796352584,0.770996486296556,1
"405","DMD",0.973109950859951,0.811037273078409,2.23606797749979
"406","DNAAF1",0.817572916666667,0.621276279796796,0
"407","DNAAF2",0.944975708502024,0.450492853058891,0
"408","DNAAF3",0.838255707762557,0.665388774104683,0
"409","DNAH11",0.973126457949662,0.811146689828218,1
"410","DNAH5",0.973142944785276,0.811255979938272,2
"411","DNAI1",0.967046317388003,0.764099686217717,1.4142135623731
"412","DNAI2",0.950097708082027,0.764268692715871,1.73205080756888
"413","DNAJC6",0.973159411404047,0.801984011333738,3.74165738677394
"414","DNAL1",0.865769516728625,0.607304947283049,1
"415","DNALI1",0.88514375,0.644513553113553,1.4142135623731
"416","DNM1",0.973175857843137,0.811365143628301,5.47722557505166
"417","DNM2",0.97319228413962,0.811474181117534,6.48074069840786
"418","DNM3",0.945040431266846,0.582437392055268,4.47213595499958
"419","DOCK6",0.967069802731411,0.788548421962819,1
"420","DPF1",0.967093252463988,0.802103964401295,2
"421","DPF2",0.973208690330477,0.80222377198302,2
"422","DPF3",0.967116666666667,0.764437454808388,4.12310562561766
"423","DPPA4",0.916509803921569,0.607771972458485,1.73205080756888
"424","DPY30",0.885464174454829,0.400165103189493,3.46410161513775
"425","DRC1",0.945104979811575,0.582965933592065,0
"426","DTX1",0.94516935483871,0.47928841991342,1.73205080756888
"427","DTX2",0.885782608695652,0.654907604832978,1
"428","DTX4",0.954937701396348,0.631833712984055,1
"429","DVL1",0.950150602409639,0.460442760942761,4.47213595499958
"430","DVL2",0.936741679873217,0.507411042944785,4.79583152331272
"431","DVL3",0.320128205128205,0.0570581039755352,4.12310562561766
"432","DYNC1H1",0.973225076452599,0.811583092624687,4.58257569495584
"433","DYNC1I1",0.959844339622641,0.7217100456621,4
"434","DYNC1I2",0.964040066777963,0.771155898876404,4.12310562561766
"435","DYNC1LI1",0.282277777777778,0.0612401215805471,3.87298334620742
"436","DYNC1LI2",0.88609907120743,0.360258517034068,4.12310562561766
"437","DYNC2H1",0.973241442542787,0.811691878367975,5.29150262212918
"438","DYNC2LI1",0.903635897435897,0.451412671232877,5.56776436283002
"439","DYNLL1",0.818440414507772,0.320329779673063,4.24264068711928
"440","DYNLL2",0.927915285451197,0.480113452188006,4.12310562561766
"441","DYNLRB1",0.787907975460123,0.491391442155309,3.60555127546399
"442","DYNLRB2",0.730801587301587,0.331457023060797,3
"443","DYNLT1",0.838927272727273,0.427446034585569,3.3166247903554
"444","DYNLT3",0.916669565217391,0.30440538573508,2.82842712474619
"445","DYX1C1",0.307973684210526,0.067531124497992,0
"446","E2F1",0.903854219948849,0.644895718990121,4.79583152331272
"447","E2F3",0.954980686695279,0.63224383769435,4
"448","E2F4",0.955023579849946,0.732085941790225,4.35889894354067
